name,type,subtype,environment_tags,movement,special_abilities,cr
Shark-Eating Crab,vermin,aquatic,any water,walk:30;swim:60,darting claw (ex);constrict;darting claw,7.0
Shedu,magical beast,,warm deserts,walk:30;fly:60,prescience (su);trample,9.0
Shemhazian,outsider,chaotic; demon; evil; extraplanar,any,walk:40;climb:20;fly:60,paralyzing gaze (su);strength drain (su);paralyzing gaze;rend,16.0
Shield Archon,outsider,archon; extraplanar; good; lawful,any,walk:40;fly:90,spear and shield (su);stability (ex);transpose ally (su);transpose ally,10.0
Shikigami,outsider,kami; native,any,walk:30,improvised weapon mastery (ex),2.0
Shinigami,outsider,extraplanar; lawful,any,walk:30;fly:40,destroy soul (su);destroy soul,17.0
Shining Child,outsider,evil; extraplanar,any land,walk:30;fly:50,blinding light (ex);burning touch (su);radiant armor (su);searing ray (su),12.0
Shipwrecker Crab,vermin,aquatic,any water,walk:30;swim:40,powerful claws (ex);constrict,13.0
Shira,outsider,div; evil; extraplanar,any,walk:50,consume essence (su);dusty pelt (ex);consume essence;dusty pelt;rake,12.0
Shobhad,monstrous humanoid,,cold deserts;mountains,walk:40,,4.0
Shocker Lizard,magical beast,,warm marshes,walk:40;climb:20;swim:20,electricity sense (ex);shock (su);shock,2.0
Shoggoth,ooze,aquatic,cold aquatic;underground,walk:50;climb:30;swim:50,around vision (ex);maddening cacophony (su);engulf (ex);constrict;maddening cacophony;engulf;trample,19.0
Shoggti,outsider,chaotic; evil; extraplanar; qlippoth,any,walk:30,braincloud (su);horrific appearance (su);braincloud;horrific appearance;constrict,7.0
Shredskin,undead,,any land,fly:40,control body (su);enshroud (ex);constrict;control body;enshroud;grab,2.0
Shriezyx,aberration,,any,walk:30;climb:30,fear of fire (ex);poison (ex);slowing toxin (su);slowing toxin;web,4.0
Shulsaga,outsider,extraplanar,any,walk:30;fly:60,astral recoil (su);disk rider (su);sense rift (su);astral recoil,3.0
Silvanshee,outsider,agathion; extraplanar; good,any land,walk:30;fly:90,s luck (su);heroic strength (su);spectral mist (su);heroic strength;pounce,2.0
Simurgh,magical beast,,warm deserts;mountains,walk:40;fly:120,aura of peace (su);banishing swipe (su);glaring ray (su);radiant feathers (su);banishing swipe;glaring ray;radiant feathers,18.0
Sinspawn,aberration,,any ruins,walk:40,martial proficiency (ex);sinful bite (su),2.0
Siren,magical beast,,temperate;warm hills,walk:30;fly:60,bardic performance (su);siren song (su);bardic performance;siren's song;sneak attack +2d6,5.0
Siyokoy,aberration,aquatic,any ocean,walk:30;swim:60,stunning shock (su);attack (ex);constrict;stunning shock;swim-by attack,10.0
Skaveling,undead,,any underground,walk:20;fly:40,disease (su);screech (su);screech;paralysis,5.0
Skeletal Champion,undead,,any,walk:30,,2.0
Skinstitch,construct,,any land,walk:30,nest (su);repair (ex),5.0
Skulk,humanoid,skulk,any land;underground,walk:30,camouflaged step (ex);chameleon skin (ex);sneak attack +1d6,1.0
Skum (Ulat-Kini),monstrous humanoid,aquatic,temperate;cold aquatic;underground,walk:20;swim:40,,2.0
Skunk,animal,,temperate forests,walk:30,musk (ex);musk,0.25
Slag Giant,humanoid,giant,warm mountains;underground,walk:40,shattering blow (ex);rock throwing,7.0
Sleipnir,magical beast,,cold mountains,walk:80,breath weapon (su);breath weapon;powerful charge;trample,11.0
Slicer Beetle,vermin,,temperate forests,walk:40;fly:20,crippling bite (ex);crippling bite,4.0
Slime Mold,ooze,,temperate forests,walk:20,disease (ex);engulf,2.0
Slimy Demodand,outsider,chaotic; demodand; evil; extraplanar,any,walk:30;fly:60,acid (su);dread claws (ex);acid;dread claws;faith-stealing strike,16.0
Slithering Tracker,ooze,,any ruins;underground,walk:10;climb:10,paralysis (ex);transparent (ex);blood drain;grab,4.0
Sloth,animal,,warm forests,walk:5;climb:5,,0.16666666666666666
Slurk,magical beast,,temperate swamps;underground,walk:30;climb:30,belly grease (ex);hunker (ex);slime (ex);belly grease;slime,2.0
Small Air Elemental,outsider,air; elemental; extraplanar,plane of air,fly:100,air mastery (ex);whirlwind,1.0
Small Earth Elemental,outsider,earth; elemental; extraplanar,any,walk:20;burrow:20,earth glide (ex);earth mastery (ex);earth mastery,1.0
Small Fire Elemental,outsider,elemental; extraplanar; fire,any,walk:50,burn,1.0
Small Ice Elemental,outsider,air; cold; elemental; extraplanar; water,any land;water,walk:20;burrow:20;swim:60,ice glide (su);icewalking (ex);numbing cold (su);snow vision (ex);numbing cold,1.0
Small Lightning Elemental,outsider,air; elemental; extraplanar,any,fly:100,metal mastery (ex);spark leap (ex);metal mastery;spark leap,1.0
Small Magma Elemental,outsider,earth; elemental; extraplanar; fire,any,walk:20;burrow:20,burn (ex);earth glide (ex);lava puddle (su);burn;lava puddle,1.0
Small Mud Elemental,outsider,earth; elemental; extraplanar; water,any land;water,walk:20;burrow:10;swim:30,earth glide (ex);entrap (ex);entrap,1.0
Small Water Elemental,outsider,elemental; extraplanar; water,any,walk:20;swim:90,drench (ex);vortex (su);water mastery (ex);drench;vortex;water mastery,1.0
Snake Swarm,animal,swarm,any,walk:20;climb:20;swim:20,distraction,2.0
Snallygaster,aberration,,temperate forests;mountains,walk:20;fly:60,aerial charge (ex);sucking tentacles (ex);aerial charge;bleed;sucking tentacles,3.0
Snapping Turtle,animal,,temperate;warm water;shore,walk:10;swim:20,shell (ex),0.3333333333333333
Solar,outsider,angel; extraplanar; good,any good-aligned plane,walk:50;fly:150,slaying arrow (su),23.0
Soul Eater,outsider,evil; extraplanar,any outer plane,walk:30;fly:100,caster link (ex);find target (su);soul drain (su);wisdom damage (su);find target;soul drain,7.0
Soulbound Doll,construct,,any,walk:20,alignment variation (ex);effects (ex);soul focus (su),2.0
Soulbound Mannequin,construct,,any land,walk:30,alignment variation (ex);greater invisibility  disguise self (sp);soul focus (su);effects (ex);constrict,7.0
Soulbound Shell,construct,,any land,walk:30,cemented mind (ex);soul focus (su);effects (ex),12.0
Soulsliver,outsider,extraplanar; shapechanger,any land,walk:40,death throes (su);mirror travel (su);perfect copy (su);death throes,2.0
Spawn Of Yog-Sothoth,aberration,extraplanar,temperate hills,walk:30;climb:30,devastation (ex);tenuous natural invisibility (ex);blood drain;devastation,10.0
Spectre,undead,incorporeal,any,fly:80,create spawn (su);resurrection vulnerability (su);sunlight powerlessness (ex);unnatural aura (su);create spawn;energy drain,7.0
Spider Eater,magical beast,,temperate forests,walk:30;fly:60,implant (ex);poison (ex);implant,5.0
Spider Swarm,vermin,swarm,any,walk:20;climb:20,poison (ex);distraction,1.0
Spinosaurus,animal,,warm forests;swamps,walk:40;swim:30,pounce;swallow whole,11.0
Spire Drake,dragon,,any hills,walk:30;climb:30;fly:60,accursed breath (su);soul corruption (su);speed surge (su);accursed breath;soul corruption,7.0
Spirit Naga,aberration,,temperate marshes,walk:40;swim:20,charming gaze (su);poison (ex);charming gaze,9.0
Spirit Oni,outsider,native; oni,any,walk:10;fly:30,mask symbiosis (ex);poison (ex);poison,2.0
Spriggan,humanoid,gnome,any hills;forests,walk:20,size alteration (su);spriggan magic (ex);spriggan skills (ex);sneak attack +2d6,3.0
Spring-Heeled Jack,fey,,any land,walk:40,frightening gaze (su);vault (su);breath weapon;frightening gaze;vault;sneak attack +1d6,3.0
Sprite,fey,,temperate forests,walk:15;fly:60,luminous (su),0.3333333333333333
Squid,animal,aquatic,any ocean,swim:240,ink cloud (ex);jet (ex),1.0
Stag,animal,,any land,walk:50,,1.0
Star Archon,outsider,archon; extraplanar; good; lawful,any,walk:40;fly:120,explosive rebirth (su);smite evil 1/day,19.0
Star-Spawn Of Cthulhu,aberration,,any,walk:40;fly:60;swim:40,immortality (ex);limited starflight (ex);overwhelming mind (ex);constrict;overwhelming mind,20.0
Stegosaurus,animal,,warm plains,walk:30,,7.0
Stingray,animal,aquatic,warm oceans,swim:40,poison (ex),0.5
Stirge,magical beast,,temperate;warm swamps,walk:10;fly:40,attach (ex);blood drain (ex);diseased (ex);blood drain,0.5
Stone Colossus,construct,colossus; mythic,any land,walk:40,alternate form (ex);movable keep (ex);selective antimagic aura (su);self repair (ex);siege tower (ex);mythic power;mythic quickening;pinning stomp,19.0
Stone Giant,humanoid,giant,temperate mountains,walk:40,improved rock catching (ex);rock throwing,8.0
Stone Golem,construct,,any,walk:20,immunity to magic (ex);slow (su);slow,11.0
Storm Giant,humanoid,giant,any warm,walk:50;swim:40,militant (ex);water breathing (ex),13.0
Stymphalidies,magical beast,,warm plains;coastlines,walk:20;fly:120,glare (su);wing razors (ex);bleed;glare;wing razors,8.0
Styracosaurus,animal,,warm plains,walk:40,reflexive strike (ex);powerful charge;reflexive strike,5.0
Succubus,outsider,chaotic; demon; evil; extraplanar,any,walk:30;fly:50,energy drain (su);profane gift (su);energy drain;profane gift,7.0
Suli,outsider,native,any,walk:20,elemental assault (su);elemental assault;favored enemy,0.5
Svartalfar,fey,extraplanar,any,walk:40,bane (su);quickened spell strike (su);bane;quickened spell strike;sneak attack +3d6,8.0
Svirfneblin,humanoid,gnome,any underground,walk:20,favored enemy;+1 to attack vs. dwarven and reptilian humanoids,1.0
Swan Maiden,fey,shapechanger,temperate lakes;swamps,walk:30;fly:40,feather cloak (su);transformation ritual (su),6.0
Sylph,outsider,native,any land,walk:30,air affinity (ex);sneak attack +1d6,0.5
Taiga Giant,humanoid,giant,cold mountains;forests,walk:30,spirit summoning (su);rock throwing,12.0
Taiga Linnorm,dragon,,cold forests,walk:40;fly:100;swim:60,breath weapon (su);death curse (su);poison (ex);spines (ex);breath weapon;constrict;death curse,19.0
Taniniver,dragon,,any land;underground,walk:30;fly:200,breath weapon (ex);disease (ex);breath weapon,18.0
Tanuki,monstrous humanoid,shapechanger,temperate forests;urban,walk:30,sake affinity (su),4.0
Taotieh,construct,,any,walk:40,swallow whole (su);pounce;rake;swallow whole,11.0
Tarn Linnorm,dragon,aquatic,cold lakes;swamps,walk:40;fly:100;swim:80,around vision (ex);breath weapon (su);death curse (su);freedom of movement (ex);poison (su);true seeing (ex);breath weapon;constrict;death curse,20.0
Tarrasque,magical beast,,any,walk:40,carapace (su);powerful leaper (ex);regeneration (ex);rush (ex);spines (ex);rush;spines;swallow whole,25.0
Tarry Demodand,outsider,chaotic; demodand; evil; extraplanar,any,walk:60;fly:60,adhesion (ex);adhesion;faith-stealing strike,13.0
Tataka,outsider,native; rakshasa; shapechanger,any,walk:40,martial artist (su);detect thoughts;martial artist,15.0
Tatzlwyrm,dragon,,any forests,walk:30;climb:30,poison gasp (ex);poison gasp;pounce;rake,2.0
Tempest Behemoth,magical beast,air; behemoth,any air,walk:40;fly:200,gale (su);scales (ex);thunderbolt (su);bleed;gale;ruinous;thunderbolt,22.0
Tendriculos,plant,,temperate;warm forests,walk:20,paralysis;swallow whole,6.0
Tenebrous Worm,outsider,extraplanar,any land,walk:20,acid (su);bristles (su);poison (su);poison,8.0
Tengu,humanoid,tengu,temperate mountains;urban,walk:30,gifted linguist (ex);swordtrained (ex);sneak attack +1d6,0.5
Tentamort,aberration,,any marshes;underground,walk:20;climb:20,poison (ex);constrict,4.0
Terra-Cotta Soldier,construct,,any,walk:30,keen weapons (su);rank fighting (ex);keen weapons;rank fighting,6.0
Thalassic Behemoth,magical beast,aquatic; behemoth; water,any water,walk:20;swim:200,water jet (su);capsize;fast swallow;push;rend;ruinous;swallow whole,20.0
Thanadaemon,outsider,daemon; evil; extraplanar,any,walk:30,draining weapon (su);fear gaze (su);soul crush (su);draining weapon;energy drain;fear gaze;soul crush,13.0
Thanatotic Titan,outsider,chaotic; evil; extraplanar,any,walk:60,godslayer (su);godslayer;rock-throwing;trample,22.0
Theletos,outsider,aeon; extraplanar,any,walk:30;fly:30,fate drain (su);wreath of fate (su);wreath of fate,7.0
Thoqqua,outsider,earth; elemental; extraplanar; fire,any land,walk:30;burrow:20,molten body (su);burn,2.0
Thrasfyr,magical beast,fire,any,walk:50;climb:50,entangling chains (su);bond (su);planar acclimation (ex);breath weapon;entangling chains;powerful charge,17.0
Thriae Queen,monstrous humanoid,,any,walk:30;fly:50,launch merope (su);merope coat (su);spawn soldiers (su);poison (ex);launch merope;spawn soldiers,18.0
Thriae Seer,monstrous humanoid,,any,walk:30;fly:60,merope consumption (su);mind sting (su);merope consumption,11.0
Thriae Soldier,monstrous humanoid,,any,walk:30;fly:60,merope consumption (su);poison (ex);merope consumption,4.0
Thulgant,outsider,chaotic; evil; extraplanar; qlippoth,any,walk:40;climb:40;fly:60,ability drain (su);demon hunter (ex);horrific appearance (su);savage stingers (ex);horrific appearance;savage stingers,18.0
Thunder Behemoth,magical beast,behemoth; earth,any land,walk:30;burrow:30,mighty roar (su);rock spitting (ex);swallow whole (ex);fast swallow;mighty roar;rock spitting;ruinous;swallow whole;trample,18.0
Thunderbird,magical beast,,any hills;mountains,walk:30;fly:120,thunderbolt (su);storm aura (su);stormsight (ex),11.0
Thylacine,animal,,warm hills,walk:30,powerful jaws (ex),0.5
Tiberolith,construct,,any coastlines;water,walk:30,corrosive strikes (ex);shockwave (su);spell trap (su);corrosive strikes;shockwave,10.0
Tick Swarm,vermin,swarm,temperate forests,walk:30;climb:30,cling (ex);disease (ex);blood drain;cling;distraction,9.0
Tiefling,outsider,native,any land,walk:30,fiendish sorcery (ex);sneak attack +1d6,0.5
Tiger,animal,,any forests,walk:40,pounce;rake,4.0
Tikbalang,monstrous humanoid,,warm jungles;forests,walk:40,spines (ex);pounce;spines;trample,9.0
Titan Centipede,vermin,,temperate;warm forests;underground,walk:60;climb:60,poison (ex);trample,9.0
Toad,animal,,temperate;warm forests,walk:5,,0.125
Tojanida,outsider,extraplanar; water,any water,walk:10;swim:90,ink cloud (ex);ink cloud,5.0
Tooth Fairy,fey,extraplanar,any urban;plains,walk:15;fly:60,death throes (su);pliers (su);tricky thief (su);death throes;paralysis;pliers;tricky thief,0.25
Tophet,construct,,any,walk:20,conductive (ex);swallow whole (ex);swallow whole;trample,10.0
Tor Linnorm,dragon,,cold volcanic mountains,walk:40;climb:40;fly:100;swim:60,breath weapon (su);death curse (su);lava affinity (ex);poison (ex);breath weapon;constrict;death curse,21.0
Toshigami,outsider,kami; native,any land,walk:60;fly:90,touch of ages (su),15.0
Totenmaske,undead,shapechanger,any land;underground,walk:50,charisma drain (su);fleshdrink (su);shape flesh (su);fleshdrink;shape flesh,7.0
Trapper,aberration,,any underground,walk:10;climb:5,constrict;smother,8.0
Treant,plant,,any forest,walk:30,animate trees (sp);double damage against objects (ex);treespeech (ex);rock throwing;trample,8.0
Triceratops,animal,,warm plains,walk:30,powerful charge;trample,8.0
Tripurasura,outsider,asura; evil; extraplanar; lawful,any,walk:20,change shape (su);elusive (su);poison (ex),2.0
Triton,outsider,native; water,any oceans,walk:5;swim:40,,2.0
Troglodyte,humanoid,reptilian,any underground,walk:30,,1.0
Troll,humanoid,giant,cold mountains,walk:30,rend,5.0
Trollhound,magical beast,,cold mountains,walk:40,disease (ex),3.0
Trox,monstrous humanoid,,tropical deserts,walk:40;burrow:20,frenzy (ex);grabbing appendages (ex);frenzy;rage,2.0
Trumpet Archon,outsider,archon; extraplanar; good; lawful,any,walk:40;fly:90,trumpet (su);trumpet,14.0
Trumpeter Swan,animal,,temperate lakes;swamps,walk:10;fly:100,,0.3333333333333333
Tuatara,animal,,temperate islands,walk:20;climb:20,,0.25
Tunche,fey,,warm forests,walk:50;climb:20;swim:20,feather step (su);poison (ex);poison;rend,17.0
Tupilaq,construct,,any,walk:30;swim:60,scrimshaw magic (sp);seek target (su);shearing jaws (ex);seek target;shearing jaws,7.0
Twigjack,fey,,temperate forests,walk:30,bramble jump (su);splinterspray (ex);sneak attack +2d6;splinterspray,3.0
Tylosaurus,animal,,warm aquatic,walk:20;swim:50,swallow whole,8.0
Tyrannosaurus,animal,,warm forest;plains,walk:40,powerful bite (ex);swallow whole,9.0
Tyrant Jelly,ooze,mythic,any underground,walk:20;climb:10,control vermin (ex);create spawn (ex);poison (ex);vermin empathy (su);constrict;mythic power;poison,9.0
Tzitzimitl,undead,,any,walk:50;fly:60,eclipse (su);eye beam (su);light to dark (su);eclipse;energy drain,19.0
Udaeus,humanoid,mythic; udaeus,any land;urban,walk:20,armor and weapon training (ex);energy resistance (ex);fighter training (ex);infuse arms and armor (ex);infuse arms and armor;mythic power,4.0
Undine,outsider,native,any land,walk:30,water affinity (ex);channel positive energy 7/day,0.5
Unfettered Eidolon,outsider,extraplanar,any,walk:20;climb:20;fly:40,,8.0
Unicorn,magical beast,,temperate forests,walk:60,magic circle against evil (su);magical strike (ex);wild empathy (su);powerful charge,3.0
Upasunda,outsider,asura; evil; extraplanar; lawful,any,walk:50,infused weapons (su);multiweapon mastery (ex);infused weapons;multiweapon mastery,9.0
Urdefhan,outsider,native,any land,walk:30,daemonic pact (su);strength damage (su);blood drain,3.0
Valkyrie,outsider,extraplanar,any,walk:30;fly:100,battle trained (ex);choose the slain (su);holy zeal (su),12.0
Vampire,undead,augmented humanoid,any,walk:30,blood drain;children of the night;create spawn;dominate;energy drain,9.0
Vampiric Mist,aberration,air; water,temperate;warm swamps;underground,fly:50,blood siphon (ex);blood overdose (su);misty form (ex);sense blood (ex);bleed,3.0
Vanara,humanoid,vanara,any forests,walk:30;climb:20,prehensile tail (ex);flurry of blows;stunning fist,0.5
Vanth,outsider,extraplanar; psychopomp,any,walk:30;fly:50,fear aura (su);scythe (su),7.0
Vargouille,outsider,evil; extraplanar,any,fly:30,kiss (su);poison (su);shriek (su);kiss;poison;shriek,2.0
Vegepygmy,plant,,any underground,walk:30,,0.5
Velociraptor,animal,,warm forests;plains,walk:60,leaping charge (ex);leaping charge,2.0
Vemerak,aberration,,any underground,walk:40;burrow:20;climb:40,breath weapon (su);earthquake (su);spore cloud (su);breath weapon;constrict;earthquake,14.0
Venomous Snake,animal,,any temperate;warm,walk:20;climb:20;swim:20,poison (ex),1.0
Venomous Snake Swarm,animal,swarm,any,walk:20;climb:20;swim:10,poison (ex);distraction,4.0
Vexgit,fey,,any underground;urban,walk:20;climb:20,speedy sabotage (su);wrecking crew (su);speedy sabotage;wrecking crew,1.0
Vildeis,outsider,angel; extraplanar; good; lawful,any,walk:40;fly:60,primal aura (su);smite evil (su);zealous vision (su);smite evil 7/day,28.0
Violet Fungus,plant,,any underground,walk:10,rot (ex),3.0
Viper,animal,,any temperate;warm,walk:20;climb:20;swim:20,poison (ex),0.5
Viper Vine,plant,,temperate;warm forests;swamps,walk:10,captivating cloud (su);cold lethargy (ex);captivating cloud;constrict,13.0
Vishkanya,humanoid,vishkanya,any,walk:30,poison use (ex);toxic (ex);poison;sneak attack +1d6,0.5
Vodyanoi,monstrous humanoid,aquatic,any rivers;marshes,walk:30;swim:50,suffocating water (su);suffocating water,5.0
Void Yai,outsider,giant; native; oni; shapechanger,cold;temperate mountains,walk:40;fly:40,commanding voice (su);void form (su);void missile (su);void trap (su);commanding voice;energy drain;void trap,20.0
Voidworm,outsider,chaotic; extraplanar; protean; shapechanger,any,walk:20;fly:50,confusion (su),2.0
Voonith,magical beast,aquatic,any rivers;marshes,walk:30;swim:50,freezing howl (su);blood-freezing howl;pounce,4.0
Vouivre,monstrous humanoid,aquatic,temperate forests;lakes;rivers,walk:30;fly:40;swim:50,snake empathy (ex);unwavering mind (ex);breath weapon,12.0
Vrock,outsider,chaotic; demon; evil; extraplanar,any,walk:30;fly:50,dance of ruin (su);spores (ex);stunning screech (su);dance of ruin;spores;stunning screech,9.0
Vrolikai,outsider,chaotic; demon; evil; extraplanar,any,walk:40;fly:60,black flame knives (su);gaze (su);madness (su);multiweapon mastery (ex);black flame knives;death-stealing gaze;multiweapon mastery,19.0
Vulnudaemon,outsider,daemon; evil; extraplanar,any,walk:30,aura of doom (su);bleed;sneak attack +1d6,4.0
Vulpinal,outsider,agathion; extraplanar; good,any land,walk:30,calm emotions aura (su);pounce,6.0
Vulture,animal,,warm plains;hills,walk:10;fly:50,,0.5
Walrus,animal,,cold oceans,walk:10;swim:40,,3.0
Warsworn,undead,,any,walk:40,absorb dying creature (su);profane magic (su);scrap ball (ex);absorb dying creature;energy drain;trample,16.0
Wasp Swarm,vermin,swarm,temperate forests,walk:5;fly:40,poison (ex);distraction;poison,3.0
Water Naga,aberration,aquatic,temperate water,walk:30;swim:50,poison (ex),7.0
Water Orm,magical beast,aquatic,any lakes,walk:20;swim:50,elusive (su);water travel (su);swallow whole,10.0
Water Yai,outsider,aquatic; giant; native; oni; shapechanger; water,any water,walk:50;fly:60;swim:60,acidic missile (su);flowing robes (su);liquid form (sp),18.0
Wax Golem,construct,,any,walk:30,conditional sentience (su);immunity to magic (ex),3.0
Wayang,humanoid,wayang,temperate forests,walk:20,light and dark (su),0.5
Weasel,animal,,temperate hills,walk:20;climb:20,attach (ex),0.5
Weedwhip,plant,,temperate;warm forests,walk:10,camouflage (ex);dig in (ex);languid whips (ex);poison (ex);poisonous (ex);poison,2.0
Wendigo,outsider,cold; native,any cold,fly:120,dream haunting (su);howl (ex);wendigo psychosis (su);wind walk (sp);dream haunting;howl;rend;wendigo psychosis,17.0
"Werebat (Human natural werebat, rogue 3, NE)",humanoid,human; shapechanger,temperate forests;hills,walk:30,sneak attack +2d6,3.0
Werebat (NE),humanoid,human; shapechanger,temperate forests;hills,walk:30;fly:40,curse of lycanthropy;sneak attack +2d6,3.0
"Werebear (Human, ranger 4, LG) [1280]",humanoid,human; shapechanger,any forests,walk:30,favored enemy,4.0
"Werebear (Human, ranger 4, LG) [1281]",humanoid,human; shapechanger,any forests,walk:30,favored enemy,4.0
"Wereboar (Human, barbarian 2, CN) [1282]",humanoid,human; shapechanger,any forests;plains,walk:40,rage;rage powers,2.0
"Wereboar (Human, barbarian 2, CN) [1283]",humanoid,human; shapechanger,any forests;plains,walk:40,rage;rage powers,2.0
"Werecrocodile (Human natural werecrocodile, fighter 3, NE)",humanoid,human; shapechanger,warm rivers;marshes,walk:30,,3.0
Werecrocodile (NE),humanoid,human; shapechanger,warm rivers;marshes,walk:30;swim:20,death roll (ex);sprint (ex);curse of lycanthropy;death roll;grab,3.0
"Wererat (Human, rogue 2, LE)",humanoid,human; shapechanger,any urban,walk:30,sneak attack +1d6,2.0
"Wererat (Human, LE)",humanoid,human; shapechanger,any urban,walk:30,disease (ex);sneak attack +1d6,2.0
"Wereshark (Human natural wereshark, fighter 3, CE)",humanoid,human; shapechanger,any oceans;coastlines,walk:30,,3.0
Wereshark (CE),humanoid,human; shapechanger,any oceans;coastlines,walk:30,,3.0
"Weretiger (Human, rogue 4, NE) [1284]",humanoid,human; shapechanger,any plains;swamps,walk:30,sneak attack +2d6,4.0
"Weretiger (Human, rogue 4, NE) [1285]",humanoid,human; shapechanger,any plains;swamps,walk:30,pounce;rake;sneak attack +2d6,4.0
"Werewolf (Human, fighter 2, CE)",humanoid,human; shapechanger,any land,walk:30,,2.0
"Werewolf (Human, CE)",humanoid,human; shapechanger,any land,walk:30,,2.0
Whale,animal,,any oceans,swim:40,capsize (ex);capsize,10.0
Wickerman,construct,fire,any land,walk:30,burning brand (ex);constant blaze (su);fire healing (ex);wicker cage (su);burn;wicker cage,13.0
Wight,undead,,any,walk:30,create spawn (su);resurrection vulnerability (su);create spawn;energy drain,3.0
Wikkawak,humanoid,goblinoid,cold mountains,walk:30,thuggery (ex),4.0
Will-o'-Wisp,aberration,air,any swamp,fly:50,feed on fear (su);immunity to magic (ex);natural invisibility (ex),6.0
Winter Hag,monstrous humanoid,cold,cold forests;plains,walk:30,breath weapon (su);ice staff (su);icewalking (ex);snow vision (ex);breath weapon,7.0
Winter Wolf,magical beast,cold,cold forests;plains,walk:50,breath weapon,5.0
Winterwight,undead,cold,any cold land,walk:30,aura of cold (su);blightfire (su);rend,17.0
Witchfire,undead,incorporeal,any swamps;woodlands,fly:50,witchflame (su),9.0
Witchwyrd,monstrous humanoid,,any land,walk:30,absorb force (su);force bolt (su);force bolt,6.0
Wolf,animal,,cold;temperate forests,walk:50,,1.0
Wolverine,animal,,cold forests,walk:30;burrow:10;climb:10,rage (ex);rage,2.0
Wood Giant,humanoid,giant,temperate forests,walk:40,,6.0
Wood Golem,construct,,any,walk:30,immunity to magic (ex);splintering (su);splintering,6.0
Woolly Rhinoceros,animal,,cold plains,walk:30,powerful charge;trample,6.0
Worg,magical beast,,temperate forests;plains,walk:50,,2.0
Worm That Walks,vermin,augmented human,any,walk:30,discorporate;grab;squirming embrace,14.0
Wraith,undead,incorporeal,any,fly:60,create spawn (su);constitution drain (su);lifesense (su);sunlight powerlessness (ex);unnatural aura (su),5.0
Wyrwood,construct,,any ruins;underground,walk:30,sneak attack +1d6,0.5
Wyvaran,dragon,,temperate mountains,walk:30;fly:30,,0.5
Wyvern,dragon,,temperate;warm hills,walk:20;fly:60,poison (ex),6.0
Xacarba,outsider,chaotic; evil; extraplanar,any land,walk:40;climb:20,poison (su);redirect spell (su);constrict;redirect spell,15.0
Xanthos,magical beast,,any land,walk:60,exploit  stellar conjunction (su),14.0
Xenopterid,vermin,,any land;underground,walk:40;climb:20;fly:20,entangling slime (ex);poison (ex);blood drain;poison,7.0
Xill,outsider,evil; extraplanar,any,walk:40,implant (ex);multiweapon mastery (ex);planewalk (su);implant;paralysis,6.0
Xorn,outsider,earth; extraplanar,any,walk:20;burrow:20,around vision (ex);earth glide (ex),6.0
Xtabay,plant,,any land,walk:5,devour (ex);soporific pollen (ex);devour;soporific pollen,0.5
Yamaraj,outsider,extraplanar; psychopomp,any,walk:40;fly:60;swim:40,breath weapon (su);final judgment (su);lightning drinker (su);poison (ex);breath weapon;poison,20.0
Yaoguai,magical beast,,any land,walk:40,s gift (ex);polymorph susceptibility (su);constrict,7.0
Yellow Musk Creeper,plant,,temperate;warm forests;underground,walk:5,create yellow musk zombie (su);pollen spray (ex);create yellow musk zombie;pollen spray,2.0
Yeth Hound,outsider,evil; extraplanar,any,walk:40;fly:60,bay (su);flight (su);sinister bite (su);bay,3.0
Yeti,monstrous humanoid,cold,cold mountains,walk:40;climb:30,cold (su);frightful gaze (su);frightful gaze;rend,4.0
Yithian,aberration,,any,walk:20;climb:10,amnesia (su);deadly pincers (ex);mind swap (su);scholar (ex);amnesia;deadly pincers;mind swap,9.0
Young Black Dragon,dragon,water,warm marshes,walk:60;fly:150;swim:60,acid pool (su);acidic bite (su);charm reptiles (sp);corrupt water (sp);speak with reptiles (sp);abilities (sp);swamp stride (ex);water breathing (ex);breath weapon,7.0
Young Blue Dragon,dragon,earth,warm deserts,walk:40;burrow:20;fly:200,desert thirst (su);electricity aura (su);mirage (su);sandstorm (su);sound imitation (ex);abilities (sp);storm breath (su);breath weapon;desert thirst,9.0
Young Brass Dragon,dragon,fire,warm deserts,walk:60;burrow:30;fly:150,desert wind (su);fire aura (su);move sand (sp);sandstorm (su);sleep breath (su);abilities (sp);summon djinni (sp);breath weapon;sleep breath,7.0
Young Brine Dragon,dragon,extraplanar; water,any aquatic,walk:60;fly:150;swim:60,capsize (ex);desiccating bite (su);painful strikes (su);abilities (sp);breath weapon,7.0
Young Bronze Dragon,dragon,water,temperate coastlines,walk:40;fly:200;swim:60,change shape (su);electricity aura (su);repulsion breath (su);abilities (sp);tidal wave (su);vortex (ex);water breathing (ex);wave mastery (su);breath weapon;repulsion breath,9.0
Young Cloud Dragon,dragon,air; extraplanar,any sky,walk:40;fly:200;swim:40,cloud form (su);cloud breath (su);mist vision (su);abilities (sp);thundering bite (su);breath weapon,9.0
Young Copper Dragon,dragon,earth,warm hills,walk:40;fly:150,climb stone (ex);deadly joke (sp);mass laughter (sp);slow aura (su);slow breath (su);abilities (sp);trap master (ex);uncanny dodge (ex);breath weapon;slow breath,8.0
